DateOccured,Crime
01/01/2004 00:01,21000.0
01/01/2005 00:01,21000.0
01/01/2006 00:01,115100.0
01/01/2006 00:01,67701.0
01/01/2009 19:48,115400.0
01/02/2009 10:18,115400.0
01/22/2009 01:00,69702.0
01/22/2009 09:39,101000.0
01/26/2009 08:00,65701.0
01/30/2009 00:01,103000.0
02/01/2009 00:01,121000.0
02/01/2009 00:01,67601.0
02/01/2009 01:00,121000.0
02/09/2009 08:00,112010.0
02/16/2009 13:00,67701.0
02/20/2009 00:01,262300.0
02/25/2003 18:10,115500.0
03/01/2008 15:00,179200.0
03/01/2009 00:01,171300.0
03/01/2009 00:01,67701.0
03/01/2009 12:00,69702.0
03/03/2009 09:26,111110.0
03/07/2009 13:00,65701.0
03/09/2009 00:00,65701.0
03/12/2009 02:00,67601.0
03/12/2009 08:00,67701.0
03/14/2009 21:00,67701.0
03/15/2009 08:41,266510.0
03/15/2009 12:00,65701.0
03/15/2009 16:57,115400.0
03/16/2009 10:00,65701.0
03/16/2009 14:53,266999.0
03/27/2009 11:36,103000.0
04/01/2002 14:49,21000.0
04/01/2003 08:00,115400.0
04/01/2009 00:01,115400.0
04/01/2009 00:01,67701.0
04/01/2009 08:00,53322.0
04/01/2009 12:00,65701.0
04/01/2009 12:00,67701.0
04/02/2009 15:10,266999.0
04/03/2009 02:00,112010.0
04/04/2009 12:30,65701.0
04/04/2009 22:00,67601.0
04/05/2009 21:40,266999.0
04/06/2009 15:00,264100.0
04/07/2009 16:00,43024.0
04/07/2009 16:00,43024.0
04/07/2009 16:00,43024.0
04/07/2009 16:00,43024.0
04/08/2009 18:00,266999.0
04/09/2009 20:45,266999.0
04/10/2009 11:00,67601.0
04/11/2009 03:10,83000.0
04/14/2009 00:01,51312.0
04/14/2009 11:00,266999.0
04/16/2009 10:00,103000.0
04/16/2009 12:00,112010.0
04/16/2009 20:10,266999.0
04/17/2009 13:00,103000.0
04/18/2009 02:30,266999.0
04/20/2009 00:01,67701.0
04/20/2009 07:00,65701.0
04/20/2009 09:00,71013.0
04/21/2009 09:47,266999.0
04/21/2009 17:00,64601.0
04/21/2009 23:00,43026.0
04/24/2009 10:00,67701.0
04/24/2009 20:00,64701.0
04/25/2009 12:45,51312.0
04/25/2009 15:00,51122.0
04/27/2009 11:38,69702.0
04/28/2009 08:00,142320.0
04/30/2009 14:00,71013.0
04/30/2009 17:00,67601.0
05/01/2009 11:33,67701.0
05/01/2009 12:00,142320.0
05/01/2009 12:00,65701.0
05/01/2009 13:00,65701.0
05/01/2009 16:40,67701.0
05/01/2009 22:00,64601.0
05/02/2009 20:00,65701.0
05/03/2009 13:35,31421.0
05/03/2009 13:35,69702.0
05/03/2009 16:00,53312.0
05/04/2009 08:00,67701.0
05/04/2009 10:00,65701.0
05/05/2009 00:01,66701.0
05/05/2009 00:01,69702.0
05/05/2009 11:39,65701.0
05/06/2009 03:00,115400.0
05/06/2009 10:30,91123.0
05/07/2009 00:01,112010.0
05/07/2009 12:00,51122.0
05/07/2009 19:23,112010.0
05/08/2009 08:00,115600.0
05/08/2009 09:18,115400.0
05/10/2009 00:01,71013.0
05/10/2009 19:28,266510.0
05/10/2009 19:28,51111.0
05/10/2009 21:30,64711.0
05/11/2009 13:34,82000.0
05/11/2009 13:34,51322.0
05/11/2009 15:00,67601.0
05/11/2009 16:00,66601.0
05/11/2009 16:00,69602.0
05/11/2009 16:00,64711.0
05/11/2009 17:45,103000.0
05/11/2009 20:45,266999.0
05/12/2009 00:01,51322.0
05/12/2009 06:30,51212.0
05/12/2009 06:30,52212.0
05/12/2009 11:00,69702.0
05/12/2009 12:15,71040.0
05/12/2009 12:15,65701.0
05/12/2009 15:00,71040.0
05/12/2009 21:30,64701.0
05/12/2009 21:30,64711.0
05/13/2009 08:00,112010.0
05/13/2009 08:00,67701.0
05/13/2009 19:30,71013.0
05/14/2009 13:00,67701.0
05/14/2009 15:02,242000.0
05/14/2009 22:48,115400.0
05/15/2009 00:01,51312.0
05/15/2009 08:30,67701.0
05/15/2009 10:00,65701.0
05/15/2009 13:00,67701.0
05/15/2009 15:00,65701.0
05/15/2009 16:00,69702.0
05/15/2009 17:00,142320.0
05/15/2009 18:00,65701.0
05/16/2009 00:20,91303.0
05/16/2009 00:20,91303.0
05/16/2009 12:00,67701.0
05/16/2009 17:26,264100.0
05/16/2009 18:00,67701.0
05/16/2009 18:45,71030.0
05/16/2009 18:45,71013.0
05/17/2009 11:00,69702.0
05/17/2009 20:00,64701.0
05/18/2009 08:00,264100.0
05/18/2009 12:00,69602.0
05/18/2009 12:32,103000.0
05/18/2009 14:45,115400.0
05/18/2009 19:00,51312.0
05/18/2009 22:00,142320.0
05/19/2009 00:01,112020.0
05/19/2009 09:30,264100.0
05/19/2009 16:00,66701.0
05/19/2009 16:00,69702.0
05/20/2009 12:00,67701.0
05/20/2009 19:11,112010.0
05/20/2009 21:00,121000.0
05/21/2009 09:25,67601.0
05/21/2009 14:00,71040.0
05/22/2008 10:50,67701.0
05/22/2009 08:00,67701.0
05/22/2009 10:00,264100.0
05/22/2009 10:00,65601.0
05/22/2009 12:00,67701.0
05/22/2009 15:00,64601.0
05/22/2009 17:45,264100.0
05/22/2009 18:00,21000.0
05/22/2009 20:00,67701.0
05/22/2009 22:00,64701.0
05/23/2009 01:00,241100.0
05/23/2009 01:00,91113.0
05/23/2009 02:00,67701.0
05/23/2009 17:26,264100.0
05/23/2009 17:45,264100.0
05/23/2009 23:45,31111.0
05/24/2009 06:00,21000.0
05/24/2009 10:00,91124.0
05/24/2009 11:00,51312.0
05/24/2009 14:30,229999.0
05/24/2009 18:45,51111.0
05/24/2009 19:00,67601.0
05/24/2009 19:00,51222.0
05/25/2009 12:00,69602.0
05/25/2009 13:00,51312.0
05/25/2009 14:00,67601.0
05/25/2009 14:45,51312.0
05/26/2009 00:00,112010.0
05/26/2009 08:00,67701.0
05/26/2009 08:58,67701.0
05/26/2009 10:30,142320.0
05/26/2009 12:00,67701.0
05/26/2009 12:00,65701.0
05/26/2009 12:55,69702.0
05/26/2009 13:00,51312.0
05/26/2009 13:00,67701.0
05/26/2009 15:59,91114.0
05/26/2009 15:59,91113.0
05/26/2009 16:00,65701.0
05/27/2009 03:20,91113.0
05/27/2009 03:20,91114.0
05/27/2009 04:45,91114.0
05/27/2009 04:45,91113.0
05/27/2009 10:32,82000.0
05/27/2009 11:00,65701.0
05/27/2009 14:00,65701.0
05/27/2009 15:30,65601.0
05/27/2009 15:53,266999.0
05/27/2009 16:00,53312.0
05/27/2009 19:00,31421.0
05/27/2009 19:00,142320.0
05/27/2009 20:00,51312.0
05/28/2009 06:45,67601.0
05/28/2009 06:55,72113.0
05/28/2009 06:55,71013.0
05/28/2009 10:00,65701.0
05/28/2009 10:20,264100.0
05/28/2009 12:15,69702.0
05/28/2009 12:15,69703.0
05/28/2009 13:30,67701.0
05/28/2009 15:00,65701.0
05/28/2009 16:00,71030.0
05/28/2009 17:30,53312.0
05/28/2009 18:00,67701.0
05/28/2009 18:00,67701.0
05/28/2009 20:30,71013.0
05/28/2009 21:32,41012.0
05/28/2009 23:00,64701.0
05/29/2009 08:00,264100.0
05/29/2009 08:00,117000.0
05/29/2009 10:55,69602.0
05/29/2009 13:00,69602.0
05/29/2009 14:30,67701.0
05/29/2009 15:15,71030.0
05/29/2009 15:15,71013.0
05/29/2009 15:45,67601.0
05/29/2009 16:00,51312.0
05/29/2009 16:21,112010.0
05/29/2009 16:30,72113.0
05/29/2009 16:30,53312.0
05/29/2009 16:30,69602.0
05/29/2009 17:00,65701.0
05/29/2009 17:00,51312.0
05/29/2009 17:00,51312.0
05/29/2009 17:00,21000.0
05/29/2009 17:45,142320.0
05/29/2009 18:00,71013.0
05/29/2009 18:00,71013.0
05/29/2009 20:00,71030.0
05/29/2009 20:00,71013.0
05/29/2009 23:00,117000.0
05/30/2009 02:00,117000.0
05/30/2009 03:05,91114.0
05/30/2009 03:05,91113.0
05/30/2009 06:00,92000.0
05/30/2009 07:00,142320.0
05/30/2009 09:00,69602.0
05/30/2009 10:00,67601.0
05/30/2009 13:00,51322.0
05/30/2009 16:00,65701.0
05/30/2009 16:00,69702.0
05/30/2009 17:00,112010.0
05/30/2009 17:00,65701.0
05/30/2009 18:00,64601.0
05/30/2009 18:00,64701.0
05/30/2009 18:00,65701.0
05/30/2009 18:00,51312.0
05/30/2009 18:30,65701.0
05/30/2009 18:50,91114.0
05/30/2009 21:45,91113.0
05/30/2009 22:20,71013.0
05/30/2009 23:00,65701.0
05/30/2009 23:20,142320.0
05/31/2009 00:01,92000.0
05/31/2009 03:00,52322.0
05/31/2009 06:00,21000.0
05/31/2009 08:00,53122.0
05/31/2009 09:00,65701.0
05/31/2009 10:00,71013.0
05/31/2009 10:27,112020.0
05/31/2009 11:00,69602.0
05/31/2009 12:00,65701.0
05/31/2009 12:00,71013.0
05/31/2009 12:00,67701.0
05/31/2009 14:00,65701.0
05/31/2009 15:00,67601.0
05/31/2009 15:00,65701.0
05/31/2009 15:00,69602.0
05/31/2009 16:30,51312.0
05/31/2009 16:30,67701.0
05/31/2009 17:00,142320.0
05/31/2009 17:00,64711.0
05/31/2009 17:15,65701.0
05/31/2009 18:00,51312.0
05/31/2009 20:00,65701.0
05/31/2009 20:30,52122.0
05/31/2009 21:00,71013.0
05/31/2009 21:00,71013.0
05/31/2009 21:00,69702.0
05/31/2009 21:00,65701.0
05/31/2009 21:00,241100.0
05/31/2009 22:00,117000.0
05/31/2009 22:00,71030.0
05/31/2009 22:00,67701.0
05/31/2009 22:00,142320.0
05/31/2009 22:30,65701.0
05/31/2009 22:30,65701.0
05/31/2009 23:00,65701.0
05/31/2009 23:30,71040.0
05/31/2009 23:30,64701.0
05/31/2009 23:30,64601.0
05/31/2009 23:45,142320.0
05/31/2009 23:45,71030.0
05/31/2009 23:59,65701.0
06/01/2007 00:01,179100.0
06/01/2009 00:01,142320.0
06/01/2009 00:01,67701.0
06/01/2009 00:01,64701.0
06/01/2009 00:10,65601.0
06/01/2009 00:30,71013.0
06/01/2009 00:30,65701.0
06/01/2009 00:35,91113.0
06/01/2009 00:42,142320.0
06/01/2009 00:46,241100.0
06/01/2009 01:00,51322.0
06/01/2009 01:00,51112.0
06/01/2009 01:15,69702.0
06/01/2009 01:25,91113.0
06/01/2009 01:26,41021.0
06/01/2009 01:26,41021.0
06/01/2009 01:35,222500.0
06/01/2009 01:40,91114.0
06/01/2009 02:00,51121.0
06/01/2009 02:00,71013.0
06/01/2009 02:10,178100.0
06/01/2009 02:25,31421.0
06/01/2009 02:31,91113.0
06/01/2009 02:35,31112.0
06/01/2009 02:40,142320.0
06/01/2009 02:45,91113.0
06/01/2009 02:59,31311.0
06/01/2009 03:05,71013.0
06/01/2009 03:21,65601.0
06/01/2009 04:40,31111.0
06/01/2009 04:40,91113.0
06/01/2009 05:00,91114.0
06/01/2009 05:35,91114.0
06/01/2009 05:44,266999.0
06/01/2009 05:44,266999.0
06/01/2009 05:45,266999.0
06/01/2009 05:46,266999.0
06/01/2009 06:00,51112.0
06/01/2009 06:30,53312.0
06/01/2009 07:00,69602.0
06/01/2009 07:00,51122.0
06/01/2009 07:00,64701.0
06/01/2009 07:34,142320.0
06/01/2009 08:00,65601.0
06/01/2009 08:00,51112.0
06/01/2009 08:00,65701.0
06/01/2009 08:05,92000.0
06/01/2009 08:15,35412.0
06/01/2009 08:15,91113.0
06/01/2009 08:30,51312.0
06/01/2009 09:00,171300.0
06/01/2009 09:00,64701.0
06/01/2009 09:00,241100.0
06/01/2009 09:00,65701.0
06/01/2009 09:05,115400.0
06/01/2009 09:30,91114.0
06/01/2009 09:30,91114.0
06/01/2009 09:39,266999.0
06/01/2009 09:40,51111.0
06/01/2009 09:45,51112.0
06/01/2009 10:00,51122.0
06/01/2009 10:00,65701.0
06/01/2009 10:36,264100.0
06/01/2009 11:00,69702.0
06/01/2009 11:15,266100.0
06/01/2009 11:21,182400.0
06/01/2009 11:30,71030.0
06/01/2009 11:55,67701.0
06/01/2009 11:59,115100.0
06/01/2009 11:59,51312.0
06/01/2009 12:00,142320.0
06/01/2009 12:00,229999.0
06/01/2009 12:00,65701.0
06/01/2009 12:00,64711.0
06/01/2009 12:30,175500.0
06/01/2009 12:39,151110.0
06/01/2009 12:45,41011.0
06/01/2009 12:58,241100.0
06/01/2009 13:00,32421.0
06/01/2009 13:00,67601.0
06/01/2009 13:00,71030.0
06/01/2009 13:00,51112.0
06/01/2009 13:08,31111.0
06/01/2009 13:55,51112.0
06/01/2009 13:55,42013.0
06/01/2009 14:26,65701.0
06/01/2009 14:27,91114.0
06/01/2009 15:00,264100.0
06/01/2009 15:20,103000.0
06/01/2009 15:20,31111.0
06/01/2009 15:35,182130.0
06/01/2009 15:40,65701.0
06/01/2009 15:46,266999.0
